ds,y
2023-03-26,41.06476873546218
2023-04-02,47.89291085726012
2023-04-09,55.58438685675212
2023-04-16,55.54213737574527
2023-04-23,47.53497072429972
2023-04-30,40.04797209335243
2023-05-07,41.0801448898058
2023-05-14,49.89754182935573
2023-05-21,58.51467364735918
2023-05-28,60.352782697996886
2023-06-04,56.09036283155259
2023-06-11,51.13135238630455
2023-06-18,49.07562015711161
2023-06-25,49.09927484631321
2023-07-02,49.080273828535866
